ID,Gender,Car_Owner,Property_Owner,Children,Annual_Income,Income_Type,Education,Marital_Status,Housing_Type,Mobile_ph,Work_ph,ph,Email_Id,Occupation_Type,Family_Members,Age,Work_Experience,Outcome
1006,F,N,N,0,175500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,51,1.802739726,0
1007,M,Y,N,0,306000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,44,4.517808219,0
1008,F,N,N,1,157500,Working,Secondary / secondary special,Civil marriage,With parents,1,0,0,0,Sales staff,3,32,10.12328767,0
1009,F,N,N,0,58500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,57,0,0
1010,M,Y,Y,0,292500,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Sales staff,2,47,2.468493151,0
1011,F,N,N,0,90000.80281,Working,Higher education,Separated,House / apartment,1,0,0,0,Core staff,1,60,4.180821918,0
1012,M,Y,Y,0,225000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Drivers,1,38,4.797260274,0
1013,F,Y,Y,1,247500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Laborers,3,47,3.432876712,0
1014,M,Y,Y,1,189000,Working,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,3,36,10.03561644,0
1015,M,Y,N,0,247500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Managers,1,34,9.134246575,0
1016,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,High skill tech staff,2,55,8.62739726,0
1017,F,N,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,62,0,0
1018,M,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,32,12.30410959,0
1019,F,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Cleaning staff,3,46,3.767123288,0
1020,F,N,Y,0,121900.5,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,44,0,0
1021,F,N,N,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,1,1,0,0,Laborers,2,32,3.183561644,0
1022,F,Y,Y,1,180000,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Core staff,3,33,0.501369863,0
1023,F,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,38,1.369863014,0
1024,M,Y,Y,2,380250,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,4,37,1.339726027,0
1025,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,1,0,0,1,Managers,2,49,6.712328767,0
1026,F,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,41,4.216438356,0
1027,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,29,4.263013699,0
1028,F,Y,Y,0,238500,Working,Higher education,Married,House / apartment,1,0,0,0,Medicine staff,2,42,19.43835616,0
1029,M,Y,N,0,261000,Commercial associate,Incomplete higher,Civil marriage,With parents,1,0,0,0,Sales staff,2,24,1.846575342,0
1030,F,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,3,42,7.136986301,0
1031,M,N,N,0,225000,Commercial associate,Higher education,Married,With parents,1,1,0,0,Managers,2,36,13.92328767,0
1032,M,N,Y,1,135000,Working,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,3,26,5.476712329,0
1033,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Security staff,1,49,1.520547945,0
1034,M,Y,Y,0,180000,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Laborers,2,47,12.6,0
1035,F,Y,N,1,171000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Medicine staff,3,38,17.77534247,0
1036,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Drivers,1,31,2.887671233,0
1037,M,N,N,2,202500,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,4,30,2.04109589,0
1038,F,N,N,0,33750,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Accountants,2,52,0,0
1039,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Laborers,1,60,0,0
1040,F,N,Y,0,135000,Pensioner,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1,62,0,0
1041,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,1,0,1,0,Laborers,2,56,6.205479452,0
1042,F,N,Y,2,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,4,46,1.128767123,0
1043,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,40,9.602739726,0
1044,F,Y,N,0,153000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Drivers,1,65,0,0
1045,F,N,Y,1,180000,Working,Higher education,Separated,House / apartment,1,0,0,0,HR staff,2,41,4.342465753,0
1046,M,Y,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,High skill tech staff,1,28,4.964383562,0
1047,M,Y,N,0,121500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,41,18.91506849,0
1048,M,N,N,0,112500,Working,Secondary / secondary special,Civil marriage,Rented apartment,1,0,0,0,Managers,2,40,6.931506849,0
1049,M,Y,N,1,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Core staff,3,37,3.890410959,0
1050,M,Y,Y,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,42,0.860273973,0
1051,M,Y,Y,0,116100,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,28,6.687671233,0
1052,M,Y,Y,0,225000,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,66,0,0
1053,M,Y,Y,0,380250,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,47,0,0
1054,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,58,19.97191781,0
1055,F,N,Y,1,380250,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,3,35,12.38356164,0
1056,F,Y,N,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,32,1.260273973,0
1057,F,N,N,0,157500,Working,Higher education,Single / not married,Office apartment,1,0,0,0,Laborers,1,52,9.010958904,0
1058,F,N,Y,0,202500,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,29,4.095890411,0
1059,M,Y,Y,0,297000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Accountants,2,56,3.180821918,0
1060,F,Y,N,0,315000,Working,Higher education,Married,House / apartment,1,0,1,1,Accountants,2,37,9.6,0
1061,M,N,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,27,8.473972603,0
1062,M,N,N,0,180000,Working,Higher education,Married,With parents,1,1,1,0,High skill tech staff,2,37,6.621917808,0
1063,M,Y,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,42,4.008219178,0
1064,M,N,Y,1,360000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,3,32,6.997260274,0
1065,M,Y,Y,0,112500,Pensioner,Lower secondary,Married,House / apartment,1,0,1,0,Drivers,2,60,0,0
1066,F,N,N,0,121500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,58,0,0
1067,F,N,N,0,112500,Working,Secondary / secondary special,Widow,With parents,1,1,1,0,Core staff,1,28,2.24109589,0
1068,M,Y,Y,1,380250,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,3,46,6.950684932,0
1069,M,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,2,61,0,0
1070,F,N,Y,1,135000,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Managers,3,44,19.97191781,0
1071,M,Y,Y,0,261000,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Managers,2,44,4.131506849,0
1072,M,Y,Y,0,121500,Pensioner,Higher education,Married,House / apartment,1,0,1,0,High skill tech staff,2,66,0,0
1073,F,Y,N,0,202500,Commercial associate,Incomplete higher,Separated,House / apartment,1,0,1,1,Accountants,1,39,3.682191781,0
1074,F,Y,Y,0,94500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,50,19.97191781,0
1075,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,45,11.86575342,0
1076,F,N,Y,0,380250,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,High skill tech staff,1,60,0,0
1077,F,N,N,0,202500,Pensioner,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,64,0,0
1078,F,Y,N,0,360000,Working,Higher education,Married,House / apartment,1,1,1,0,Accountants,2,35,6.290410959,0
1079,M,Y,N,2,157500,Working,Secondary / secondary special,Separated,With parents,1,0,0,0,Laborers,3,38,4.454794521,0
1080,F,Y,N,0,247500,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,37,5.868493151,0
1081,M,N,Y,0,81000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,1,0,Laborers,1,27,5.282191781,0
1082,F,N,Y,0,360000,State servant,Higher education,Married,House / apartment,1,0,1,0,Managers,2,44,8.665753425,0
1083,M,Y,N,0,315000,Working,Higher education,Married,House / apartment,1,1,0,0,Medicine staff,2,56,10.85205479,0
1084,F,N,Y,0,126000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Cooking staff,1,46,7.934246575,0
1085,F,Y,Y,0,225000,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Waiters/barmen staff,1,33,3.246575342,0
1086,F,N,N,2,135000,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Core staff,4,31,4.575342466,0
1087,M,N,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,52,10.05479452,0
1088,F,N,Y,0,112500,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Sales staff,2,48,3.293150685,0
1089,F,N,Y,0,40500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cleaning staff,2,35,13.52328767,0
1090,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Drivers,1,58,0,0
1091,F,N,Y,2,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4,33,1.632876712,0
1092,F,N,N,0,315000,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,58,18.21369863,0
1093,F,N,Y,2,270000,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Secretaries,4,42,6.019178082,0
1094,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Sales staff,2,59,0,0
1095,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,High skill tech staff,1,65,0,0
1096,F,Y,Y,1,252000,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Managers,2,29,2.046575342,0
1097,F,Y,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2,50,4.769863014,0
1098,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,With parents,1,1,0,0,Drivers,2,24,4.424657534,0
1099,F,N,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,1,Laborers,1,50,5.621917808,0
1100,M,N,Y,0,162000,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Drivers,2,64,0,0
1101,M,Y,Y,0,315000,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Managers,2,45.64959314,3.956164384,0
1102,F,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,3,37,5.723287671,0
1103,F,Y,Y,1,180000,Working,Higher education,Separated,House / apartment,1,0,0,0,Managers,2,52,16.38630137,0
1104,F,N,Y,2,112500,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Core staff,4,40,1.087671233,0
1105,F,N,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,1,1,0,1,Core staff,2,25,2.528767123,0
1106,F,N,Y,0,225000,Working,Higher education,Single / not married,House / apartment,1,0,1,0,Managers,1,33,7.101369863,0
1107,M,Y,N,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Laborers,2,48,6.120547945,0
1108,F,Y,N,1,112500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Core staff,2,27,4.432876712,0
1109,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,28,2.260273973,0
1110,F,Y,Y,0,162000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,50,7.731506849,0
1111,M,Y,Y,0,380250,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,Drivers,2,50,2.528767123,0
1112,M,N,N,0,157500,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Sales staff,1,28,4.383561644,0
1113,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,63,7.008219178,0
1114,F,Y,N,1,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,42,2.715068493,0
1115,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Laborers,1,64,0,0
1116,M,Y,Y,0,225000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Core staff,1,48,0,0
1117,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,43,7.556164384,0
1118,F,N,N,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Laborers,1,58,0,0
1119,F,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,1,Core staff,2,33,8.18630137,0
1120,F,N,N,2,180000,State servant,Secondary / secondary special,Married,Office apartment,1,1,0,0,Laborers,4,31,7.956164384,0
1121,M,Y,Y,0,380250,Working,Higher education,Married,House / apartment,1,0,1,0,Security staff,2,52,0.2,0
1122,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,49,9.221917808,0
1123,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,42,9.252054795,0
1124,F,N,Y,0,360000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Core staff,2,30,10.69041096,0
1125,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Security staff,2,59,8.77260274,0
1126,F,Y,Y,0,112500,Working,Higher education,Married,House / apartment,1,1,1,0,Laborers,2,28,1.383561644,0
1127,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,2,36,1.838356164,0
1128,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,44,2.323287671,0
1129,F,N,Y,0,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Core staff,2,30,5.350684932,0
1130,F,N,N,0,315000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,44,0.846575342,0
1131,M,Y,Y,1,315000,Working,Higher education,Married,House / apartment,1,0,1,0,Laborers,3,47,1.512328767,0
1132,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,47,4.895890411,0
1133,F,N,Y,0,83250,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Accountants,2,55,0,0
1134,F,N,Y,0,261000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,55,7.010958904,0
1135,M,N,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,48,6.468493151,0
1136,M,Y,Y,0,360000,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,61,10.55890411,0
1137,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,36,3.238356164,0
1138,F,N,Y,0,225000,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,High skill tech staff,1,54,6.531506849,0
1139,F,Y,Y,0,270000,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,45,19.97191781,0
1140,M,Y,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,56,0,0
1141,F,N,N,0,112500,Working,Higher education,Single / not married,Co-op apartment,1,1,1,0,Core staff,1,35,1.454794521,0
1142,M,N,N,1,225000,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,50,6.830136986,0
1143,M,Y,Y,0,173250,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Drivers,2,45,6.471232877,0
1144,M,N,Y,0,148500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,32,2.635616438,0
1145,M,N,Y,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,2,49,11.05205479,0
1146,F,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Accountants,3,29,4.435616438,0
1147,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,High skill tech staff,1,65,0,0
1148,F,N,Y,2,76500,State servant,Higher education,Married,House / apartment,1,0,0,0,Sales staff,4,40,5.871232877,0
